Date,Open,High,Low,Close,Volume
2023-03-02,142.31822024697658,144.61494903595985,141.84506394442167,143.8263702392578,52238100
2023-03-03,145.9259229618336,148.952089353373,145.2260704687506,148.87322998046875,70732300
2023-03-06,151.59383305095145,154.06799923846452,151.26855877090114,151.63327026367188,87558000
2023-03-07,151.50512207262017,151.83041139396585,148.9718301446463,149.43511962890625,56182000
2023-03-08,150.6278251668401,151.27840377958802,149.6618240709013,150.6869659423828,47204800
2023-03-09,151.3671337581158,152.33313497413033,148.08468493947933,148.43954467773438,53833600
2023-03-10,148.06495118697146,148.7845223003039,145.50207415084836,146.37936401367188,68572400
2023-03-13,145.69925527320058,150.95314411845015,145.59082548311505,148.32127380371094,84457100
2023-03-14,149.11967456920323,151.2093955139033,147.95653254628945,150.4109649658203,73695900
2023-03-15,149.03099896531148,151.06157961922946,147.7791304398882,150.8052978515625,77167900
2023-03-16,149.98712698991974,154.22572509887632,149.47454848721353,153.6244354248047,76161100
2023-03-17,153.8511699154162,154.50174868510317,152.07687101667568,152.78659057617188,98944600
2023-03-20,152.85558396503848,155.56631354554972,151.94870846939224,155.1522979736328,73641400
2023-03-21,155.07344501678244,157.1237289497417,154.3045697408097,157.0054473876953,73938300
2023-03-22,157.02518131500096,159.824622189753,155.55645326577164,155.576171875,75701800
2023-03-23,156.56183746045352,159.24299583165927,155.42825095683142,156.660400390625,67622100
2023-03-24,156.5914588714899,158.0503200650471,155.5958872192805,157.96160888671875,59196500
2023-03-27,157.6560281012329,158.47417734472043,155.61558088418133,156.0197296142578,52390300
2023-03-28,155.71413440722972,156.22671283698608,153.75254688783264,155.39869689941406,45992200
2023-03-29,157.09415020907082,158.75016719414856,157.074446643704,158.4741668701172,51305700
2023-03-30,159.22330893800608,160.1498879032855,158.96702721945866,160.0414581298828,49501700
2023-03-31,160.12033413577524,162.64377453412575,159.597903820846,162.54519653320312,68749800
2023-04-03,161.92416632467473,163.91530912930577,161.87487733545584,163.79702758789062,56976200
2023-04-04,164.22091988909426,164.45748300799937,162.75219201536794,163.2647705078125,46278300
2023-04-05,162.38749456021097,162.69306530915642,159.48947577581393,161.42147827148438,51511700
2023-04-06,160.11042820166983,162.60431263964267,159.68657599119575,162.30859375,45390100
2023-04-10,159.11488161033475,159.71617126464844,157.7940207437735,159.71617126464844,47716900
2023-04-11,160.03160702009572,160.04145880285023,158.21787125365222,158.5037384033203,47644200
2023-04-12,158.9177372546322,159.7457382241708,157.49829842634344,157.81373596191406,50133100
2023-04-13,159.3218986080038,163.43234843413578,159.11489082873655,163.19577026367188,68445600
2023-04-14,162.23962776220338,163.94493394539444,161.48063430124813,162.8507843017578,49386500
2023-04-17,162.73245273206868,163.02817163401676,161.68759231395518,162.87045288085938,41516200
2023-04-18,163.72807715584273,165.01936778477705,163.28449117964493,164.09278869628906,49923000
2023-04-19,163.43233711220313,165.7586363174907,163.17604035173306,165.2362060546875,47720200
2023-04-20,163.71817152684758,165.47275128415967,163.19574132050678,164.27017211914062,52456400
2023-04-21,162.69303779464673,164.0730393438838,162.14103717495192,162.66346740722656,58337300
2023-04-24,162.643765839196,163.23520373133107,161.54961626736943,162.96905517578125,41949600
2023-04-25,162.83104036567903,163.93504162144998,161.3918829793584,161.4313201904297,48714100
2023-04-26,160.73147738017352,162.91977666468185,160.47519563222698,161.42147827148438,45498800
2023-04-27,162.83104713478986,166.1529178634098,162.83104713478986,166.00506591796875,64902300
2023-04-28,166.08394872105114,167.42452836533985,165.48265898999023,167.25694274902344,55275900
2023-05-01,166.86264216717663,168.01593249804148,166.2317821133474,167.168212890625,52472900
2023-05-02,167.66107793363267,167.91737470896658,165.1474894240389,166.13320922851562,48425700
2023-05-03,167.07949000013943,168.47921017635485,164.77290950021637,165.0587615966797,65136000
2023-05-04,162.53534351356944,164.6546351492701,161.9636242025262,163.4224853515625,81235400
2023-05-05,168.5383592942621,171.8109560965244,168.32149974515366,171.0913848876953,113453200
2023-05-08,170.0169159017989,171.36736200944458,169.65220445536363,171.02235412597656,55962800
2023-05-09,170.57879765359286,171.06179068201072,169.14950709207488,169.31707763671875,45326900
2023-05-10,170.54924563088602,171.54481722364216,169.4452292165715,171.08152770996094,53724500
2023-05-11,171.3673768150292,172.09679977091955,169.71135988855104,171.268798828125,49514700
2023-05-12,171.3773676163626,171.8116866019269,168.79121464447562,170.3409423828125,45533100
2023-05-15,170.92334452950067,170.97270170588305,169.25517137496644,169.84742736816406,37266700
2023-05-16,169.76845889829133,170.9035986466086,169.58091066505557,169.84742736816406,42110300
2023-05-17,169.492059065459,170.69628668546216,168.21871333171157,170.4593963623047,57951600
2023-05-18,170.76540150488879,172.97647339745131,170.35082834910114,172.78892517089844,65496700
2023-05-19,174.11159953538055,174.11159953538055,172.68033195301507,172.89749145507812,55809500
2023-05-22,171.73274586766902,172.45332751081392,171.2095929310653,171.9499053955078,43570900
2023-05-23,170.89373741791002,171.1405082441651,169.06762727894406,169.34400939941406,50747300
2023-05-24,168.88004898113246,170.19287135053577,168.3174194294986,169.620361328125,45143500
2023-05-25,170.18302884098296,171.65377326209193,169.47232768730396,170.7555389404297,56058300
2023-05-26,171.08127033696854,173.49962120538788,170.87397623432938,173.16400146484375,54835000
2023-05-30,174.67423726963298,176.67801481811213,174.28927545149398,175.0098419189453,55964400
2023-05-31,175.03946345752533,177.03337571367211,174.4768188110026,174.9604949951172,99625300
2023-06-01,175.40468096744894,177.79342049505456,174.64462268903534,177.76380920410156,68901800
2023-06-02,178.69165461361322,179.4319669478336,176.94451328757913,178.61268615722656,61996900
2023-06-05,180.27099781019854,182.56102285189482,175.7402747725204,177.26039123535156,121946500
2023-06-06,177.64534986625156,177.79340630920336,175.13815031318512,176.89517211914062,64848400
2023-06-07,176.135134367242,178.86935913776645,175.02960596689772,175.5231475830078,61944600
2023-06-08,175.60208462454239,178.50411146672758,175.16778069465795,178.23760986328125,50214900
2023-06-09,179.1556227362357,179.87618934318917,178.29686506682958,178.6226043701172,48900000
2023-06-12,178.92857679274874,181.51472997018058,178.63244881890137,181.416015625,54274900
2023-06-13,180.43877753453032,181.7713305631881,180.0834270478833,180.9421844482422,54929100
2023-06-14,181.00141884147698,182.00824779635482,179.66886572578127,181.5739288330078,57462900
2023-06-15,181.5838370156226,184.11076766616947,181.4061542027307,183.6073455810547,65433200
2023-06-16,184.31803597311566,184.57468723659963,181.88981981135748,182.5314178466797,101256200
2023-06-20,182.0279984336963,183.69617128575536,182.0279984336963,182.6202392578125,49799100
2023-06-21,182.51167734169172,183.015099412311,180.23151756348105,181.58383178710938,49515700
2023-06-22,181.3666633051449,184.63390612000734,181.29756025506936,184.5845489501953,51245300
2023-06-23,183.15329819733586,185.13733008755815,182.62026481317798,184.26869201660156,53117000
2023-06-26,184.41673933227065,185.62098193195177,182.83740033087778,182.87689208984375,48088700
2023-06-27,183.48890577659213,185.95661391553264,183.27174625542975,185.63087463378906,50730800
2023-06-28,185.5025240055518,187.4470789620611,185.17679982937508,186.80548095703125,51216800
2023-06-29,186.63769101872532,187.61490879718235,186.49949997485513,187.14109802246094,46347300
2023-06-30,189.1547673916645,191.96794560784363,188.78953634841974,191.46453857421875,85213200
2023-07-03,191.27695610256632,191.37567043424474,189.2830440838622,189.97401428222656,31458200
2023-07-05,189.09554798353173,190.48732393792235,188.15780683402295,188.858642578125,46920300
2023-07-06,187.3878577490578,189.53970680413252,186.75612514844465,189.33241271972656,45094300
2023-07-07,188.9375920522482,190.1813114167851,187.7827065576724,188.21701049804688,46815000
2023-07-10,186.8153651594175,187.5359467558433,184.62403920180722,186.17376708984375,59922200
2023-07-11,186.71670191728336,186.85489299256102,184.1897707912365,185.65065002441406,46638100
2023-07-12,187.22993768452707,189.22385000348103,186.03557542450565,187.31878662109375,60750200
2023-07-13,188.03936545890204,188.72045533421505,187.32866429002723,188.07884216308594,41342300
2023-07-14,187.77286373726778,188.71058991883484,187.18062275708184,188.2269287109375,41616200
2023-07-17,189.42126802557274,191.81002272437502,189.33243414864154,191.48428344726562,50520200
2023-07-18,190.85253399958415,191.81987127398517,189.93453883356673,191.2276153564453,48288200
2023-07-19,190.6057743707706,195.66950100927124,190.16157487576123,192.57994079589844,80507300
2023-07-20,192.57006595398724,193.9322456468904,190.01352397351403,190.63539123535156,59581200
2023-07-21,191.5928731808388,192.4516308259383,188.75993388819955,189.4607696533203,71951700
2023-07-24,190.9117629424984,192.3923877240068,189.76674282999198,190.26028442382812,45377800
2023-07-25,190.83280156435973,191.92846454581797,190.42809382758358,191.11904907226562,37283200
2023-07-26,191.1683748904412,193.11292972833346,190.82290485561143,191.98765563964844,47471900
2023-07-27,193.48806403406496,194.6528150463848,190.06288393124004,190.72422790527344,47460200
2023-07-28,192.15547128634879,194.0901608500724,191.63231843190331,193.3004913330078,48291400
2023-07-31,193.52752900074864,193.95198260711592,192.7378594315981,193.91249084472656,38824100
2023-08-01,193.7052107356477,194.1888718595327,192.75760424557473,193.08334350585938,35175100
2023-08-02,192.52069974591456,192.65889079076135,189.37191700535638,190.0924835205078,50389300
2023-08-03,189.09552588996192,189.8851803589987,188.22688789998924,188.70068359375,61235200
2023-08-04,183.12365370967743,184.95962880576235,179.57014866509618,179.63925170898438,115956800
2023-08-07,179.7774569305225,180.76454006954836,175.05920073091434,176.53982543945312,97576100
2023-08-08,177.36895932229305,177.9414693105031,175.2862134413724,177.4775390625,67823000
2023-08-09,178.53374257918168,178.59296516430098,174.72360063232372,175.88836669921875,60378500
2023-08-10,177.1616784798233,178.41527829006225,175.30597241092943,175.6711883544922,54686900
2023-08-11,175.26594233781003,176.55087114534,174.50485775151037,175.73048400878906,52036700
2023-08-14,175.90840396188517,177.60848075837384,175.2560457553654,177.3811492919922,43675600
2023-08-15,176.8078826094104,177.40092323969566,174.99907927707545,175.39443969726562,43622600
2023-08-16,175.07815356283987,176.47180884084688,174.45544657600635,174.52464294433594,46964900
2023-08-17,175.08804707675128,175.4537562487029,171.47044012349116,171.9844207763672,66062900
2023-08-18,170.30410101859755,173.07166917955516,169.96804315644715,172.46873474121094,61172200
2023-08-21,173.04204616473623,174.0897650131681,171.72745069652257,173.80311584472656,46311900
2023-08-22,175.00895776189057,175.62177093693052,174.2083431088137,175.17698669433594,42038900
2023-08-23,176.45206899868776,179.44696895877536,176.2642675025049,179.02194213867188,52722800
2023-08-24,178.57713623123834,179.0021629998802,173.97111355320405,174.3368377685547,54945800
2023-08-25,175.3252679389123,177.07475372946672,173.78334110152613,176.541015625,51449600
2023-08-28,178.0038440119186,178.49805204021447,176.48168992086147,178.10269165039062,43820700
2023-08-29,177.61838490226515,182.7581460326424,177.4207046822572,181.9871826171875,53003900
2023-08-30,182.7976884731864,185.67398314097,182.6000082560471,185.47628784179688,60813900
2023-08-31,185.66407430986655,186.9292456956689,185.30824391498263,185.6937255859375,60794500
2023-09-01,187.29498636168424,187.7199980774023,186.09899615427736,187.2653350830078,45766500
2023-09-05,186.09899903788357,187.7793035443977,185.43676200045883,187.50254821777344,45280000
2023-09-06,186.21759365485326,186.66239298088038,179.3678770840619,180.79119873046875,81755800
2023-09-07,173.1507686111049,176.14568402115415,171.52976640359293,175.50320434570312,112488800
2023-09-08,176.2840413464044,178.15214742516778,175.73051558651892,176.11599731445312,65551300
2023-09-11,177.98410020535158,178.21143169284028,175.28571330476424,177.28231811523438,58953100
2023-09-12,177.4108165912451,178.043402311121,172.79491507430095,174.2577667236328,90370200
2023-09-13,174.46533118918654,175.24618840249718,171.96463950783718,172.19198608398438,84267900
2023-09-14,171.98438956640607,174.06006926639952,171.56925664281374,173.70423889160156,60895800
2023-09-15,174.43566940930017,174.45544195430384,171.806494041059,172.98269653320312,109259500
2023-09-18,174.43567131089117,177.30208708635865,174.1292647291417,175.90841674804688,67257600
2023-09-19,175.4636488877364,177.54920768301113,175.07816717117066,176.99569702148438,51826900
2023-09-20,177.18347129792434,177.61837681135137,173.36818440563272,173.4571533203125,58436200
2023-09-21,172.52801984046553,174.25774788080986,171.84601037143327,171.91519165039062,63149100
2023-09-22,172.6466384244914,175.0287248458324,172.03382526857388,172.76524353027344,56725400
2023-09-25,172.1820865728236,174.92000347180993,172.13266274999066,174.04031372070312,46172700
2023-09-26,172.79490338049743,173.17049122867175,169.67150500159482,169.96803283691406,64588900
2023-09-27,170.6203831944849,171.0355161486817,167.09174554279588,168.45574951171875,66921800
2023-09-28,167.37838547451082,170.03722730338785,165.67830850769053,168.71275329589844,56294400
2023-09-29,170.02736032081233,171.06520035560507,168.36681324873706,169.22674560546875,51861100
2023-10-02,169.23661305458424,172.28093658205415,168.9499639274405,171.7373046875,52164500
2023-10-03,170.26457643095287,171.61871693838452,168.84126971126884,170.4029541015625,49594600
2023-10-04,169.10810929534875,172.19197782627828,168.98950418793981,171.64834594726562,53020300
2023-10-05,171.77682905786853,173.41760341955526,170.67968657288918,172.8838653564453,48527900
2023-10-06,171.78671747657816,175.9281832590251,171.17388925206592,175.43397521972656,57266700
2023-10-09,174.76187075811515,176.97592853708252,173.7635757979471,176.9166259765625,42390800
2023-10-10,176.03694379852678,177.63817333039142,175.88867230873925,176.32357788085938,43698000
2023-10-11,176.13575227199846,177.76664794425923,175.54271164011269,177.71722412109375,47551100
2023-10-12,177.98411345020415,180.2278073787141,176.96603088257305,178.61669921875,56743100
2023-10-13,179.31845034069394,179.82253713140665,176.07644667980117,176.77822875976562,51427100
2023-10-16,174.70255348644375,177.0055649122618,174.46532818230494,176.6497344970703,52517000
2023-10-17,174.60372278813253,176.35322375615226,172.77516179309222,175.09793090820312,57549400
2023-10-18,173.54613304029243,175.52296560926894,173.08157618002008,173.80311584472656,54764400
2023-10-19,174.00078890109597,175.77994115612455,173.1606441431901,173.42752075195312,59302900
2023-10-20,173.27923973046956,173.3879661145723,170.64017031492207,170.8773956298828,64244000
2023-10-23,168.93018581492106,171.9942664316387,167.96152725501383,170.9959716796875,55980100
2023-10-24,171.045411263789,171.65822442721412,169.4639394511676,171.43089294433594,43816600
2023-10-25,169.88899020331988,171.05531414118843,168.67322735441405,169.11802673339844,57157000
2023-10-26,168.3964558542296,169.39476582537458,163.75090293239452,164.95677185058594,70625300
2023-10-27,164.9765244498122,167.00278034322866,164.8974493569631,166.27134704589844,58499100
2023-10-30,167.06207484672964,169.1871631923404,166.91380339901636,168.31735229492188,51131000
2023-10-31,167.38827526603964,168.92030818010912,165.9550598323106,168.7918243408203,44846000
2023-11-01,169.01916053768616,172.2117404582064,168.14934950515965,171.9547576904297,56934900
2023-11-02,173.4868054165182,175.7206204672586,173.42750286114074,175.5130615234375,77334800
2023-11-03,172.2216123316697,174.77172746685503,171.34192267930985,174.6036834716797,79829200
2023-11-06,174.33684685023218,177.35150406781844,174.16881791314302,177.15382385253906,63841300
2023-11-07,177.1043884447924,180.32663456302825,176.89682951103612,179.7138214111328,70530000
2023-11-08,180.23768527185777,181.32493395317235,179.4864793691692,180.77142333984375,49340300
2023-11-09,180.84061367506283,181.98716487212562,179.7039261272927,180.29698181152344,53763500
2023-11-10,182.07849676599454,184.6517706680945,181.64301825007877,184.48350524902344,66133400
2023-11-13,183.9094803756521,184.11731278262945,182.3160331472403,182.89996337890625,43627500
2023-11-14,185.7701387274506,186.17592689168708,184.38453902262373,185.5128173828125,60108400
2023-11-15,185.91860660743325,187.55163591900057,185.84931907084464,186.0769500732422,53790500
2023-11-16,187.62090049490251,188.99660829200764,186.7103463929358,187.75946044921875,54412900
2023-11-17,188.29392494435922,188.42259316852056,186.63120528706287,187.73968505859375,50922700
2023-11-20,187.93760923589429,189.93684445013852,187.92771748948175,189.4815673828125,46505100
2023-11-21,189.44197314241592,189.55084275358138,187.78914548337832,188.6798858642578,38134500
2023-11-22,189.52114419013287,190.94632571731435,188.8679265514864,189.34298706054688,39617700
2023-11-24,188.90754041885276,188.93723076179566,187.30420149232032,188.0167999267578,24048300
2023-11-27,187.9672912540552,188.7095799535061,186.95777439426936,187.838623046875,40552600
2023-11-28,187.82873180101734,189.1153685705385,187.45263402635211,188.44235229492188,38415400
2023-11-29,188.93722623545,190.11499348364924,187.02707707633283,187.42295837402344,43014200
2023-11-30,187.888109148078,188.36318478193425,186.2550800746654,187.99697875976562,48794400
2023-12-01,188.37308016671426,189.59042941044567,187.2843840288066,189.2737274169922,45704800
2023-12-04,188.0266937107449,188.0959812462982,185.5227074160739,187.4823455810547,43389500
2023-12-05,188.25433276481266,192.40123993854135,188.22462732075607,191.4313201904297,66628400
2023-12-06,192.45072587794942,192.75753614335477,190.1347886146608,190.34263610839844,41089700
2023-12-07,191.63917909312914,192.9950884718347,191.59958189996593,192.27259826660156,47477700
2023-12-08,192.20326977184553,193.97487379172213,191.67872033849463,193.69775390625,53406400
2023-12-11,191.12451418849048,191.50061200003438,189.45188773429211,191.19378662109375,60943700
2023-12-12,191.09480795445688,192.71794533501543,189.748790485074,192.7080535888672,52696900
2023-12-13,193.08413511536142,195.96421892707963,192.8466123940007,195.9246368408203,70404200
2023-12-14,195.9840185786185,197.56755876987646,194.14314196862804,196.07308959960938,66831600
2023-12-15,195.4990533238864,196.36010340669733,194.97450383643803,195.5386505126953,128538400
2023-12-18,194.0738561652729,194.60831249977454,192.39133809002112,193.87591552734375,55751900
2023-12-19,194.14316672319833,194.9250376214273,193.87593852424982,194.91514587402344,40714100
2023-12-20,194.87556797689484,195.64754720416022,192.8268585205078,192.8268585205078,52242800
2023-12-21,194.08377332368417,195.05369307239374,191.51049958819766,192.67835998535156,46482500
2023-12-22,193.17320815773428,193.40085423729087,190.98593919883143,191.60946655273438,37149600
2023-12-26,191.6193643540786,191.89648427525853,190.84738527337694,191.06512451171875,28919300
2023-12-27,190.51087517820892,191.51048519395766,189.12526053943682,191.16407775878906,48087700
2023-12-28,192.14393105407996,192.65858885458314,191.18390299052217,191.58969116210938,34049900
2023-12-29,191.90638540499626,192.40124458871406,189.75869835988954,190.55047607421875,42672100
