Date,Price,Open,High,Low,Volume,Chg%
1/29/2009,2823.95,2849.35,2873.85,2795.35,330.75B,-0.009
1/28/2009,2849.5,2771.1,2855.4,2765.6,274.48B,0.0282
1/27/2009,2771.35,2686.05,2777.3,2685.25,218.65B,0.0346
1/23/2009,2678.55,2705.45,2765.55,2661.65,211.29B,-0.013
1/22/2009,2713.8,2714.7,2744.85,2681.4,229.57B,0.0028
1/21/2009,2706.15,2777.4,2787.3,2690.2,220.07B,-0.0323
1/20/2009,2796.6,2842.9,2842.9,2758,233.29B,-0.0174
1/19/2009,2846.2,2828.7,2868.2,2819.9,328.34B,0.0063
1/16/2009,2828.45,2737,2835.65,2724.2,229.50B,0.0335
1/15/2009,2736.7,2832.3,2832.3,2701.75,214.28B,-0.0348
1/14/2009,2835.3,2748.4,2853.25,2748.4,217.31B,0.0329
1/13/2009,2744.95,2775,2802.6,2720.8,252.70B,-0.0102
1/12/2009,2773.1,2868.85,2869.2,2748.55,382.11B,-0.0348
1/9/2009,2873,2919.95,2929.85,2810.25,591.98B,-0.0162
1/7/2009,2920.4,3112.8,3147.2,2888.2,686.89B,-0.0618
1/6/2009,3112.8,3121.5,3141.8,3056.1,340.45B,-0.0028
1/5/2009,3121.45,3058.75,3131.95,3056.45,311.93B,0.0245
1/2/2009,3046.75,3034.6,3079.85,3021.8,318.67B,0.0044
1/1/2009,3033.45,2963.3,3039.25,2963.3,226.68B,0.0251
12/31/2008,2959.15,2979.8,3002.65,2937.35,288.83B,-0.0068
12/30/2008,2979.5,2922.55,2999.15,2899.75,302.75B,0.0196
12/29/2008,2922.2,2857.15,2931.8,2812.9,335.17B,0.0227
12/26/2008,2857.25,2919.85,2960.95,2844.8,237.94B,-0.0204
12/24/2008,2916.85,2967.4,2968,2900.45,380.46B,-0.0174
12/23/2008,2968.65,3039.25,3040,2957.05,303.13B,-0.0232
12/22/2008,3039.3,3077.25,3110.45,3027.8,315.83B,-0.0124
12/19/2008,3077.5,3063,3106.8,3036.3,386.31B,0.0055
12/18/2008,3060.75,2955.35,3072.55,2922.65,377.03B,0.036
12/17/2008,2954.35,3040.45,3076.2,2943.5,344.61B,-0.0287
12/16/2008,3041.75,2983.6,3052.55,2963.3,270.62B,0.0203
12/15/2008,2981.2,2917.9,3012.1,2917.9,293.74B,0.0205
12/12/2008,2921.35,2915.35,2936.8,2812.55,38.34B,0.0004
12/11/2008,2920.15,2934.05,2945.3,2861.55,352.21B,-0.0028
12/10/2008,2928.25,2785.7,2940.15,2785.7,370.60B,0.0518
12/8/2008,2784,2714.7,2861.55,2714.7,311.40B,0.0256
12/5/2008,2714.4,2786.65,2821.15,2701.35,319.25B,-0.0264
12/4/2008,2788,2656.5,2793.8,2646.35,324.14B,0.0495
12/3/2008,2656.45,2657.5,2693.65,2611.95,282.54B,-0.0005
12/2/2008,2657.8,2672.9,2672.9,2570.7,261.05B,-0.0094
12/1/2008,2682.9,2755.15,2832.85,2669.5,257.84B,-0.0262
11/28/2008,2755.1,2745.7,2779,2690.3,296.32B,0.001
11/26/2008,2752.25,2652.45,2762.6,2643.35,269.95B,0.037
11/25/2008,2654,2708.3,2790.7,2638.2,214.27B,-0.02
11/24/2008,2708.25,2690.85,2740.35,2633.8,236.73B,0.0055
11/21/2008,2693.45,2553.6,2718.6,2539.8,281.16B,0.055
11/20/2008,2553.15,2634.2,2634.2,2502.9,204.79B,-0.0311
11/19/2008,2635,2682.75,2772.4,2617.9,230.51B,-0.0179
11/18/2008,2683.15,2802.45,2802.45,2664.3,220.18B,-0.0416
11/17/2008,2799.55,2813.4,2835.7,2694.5,251.22B,-0.0038
11/14/2008,2810.35,2848,2938.8,2778.8,256.74B,-0.0134
11/12/2008,2848.45,2937.9,2975.2,2794.95,250.46B,-0.0307
11/11/2008,2938.65,3147.2,3147.2,2919.45,221.65B,-0.0666
11/10/2008,3148.25,2973.3,3161.25,2973.3,250.70B,0.0589
11/7/2008,2973,2893.25,3010,2860.1,246.64B,0.0278
11/6/2008,2892.65,2998.45,3007.8,2860.25,268.18B,-0.0342
11/5/2008,2994.95,3155.75,3240.55,2971,305.69B,-0.0468
11/4/2008,3142.1,3050.25,3152.3,2985,304.61B,0.0323
11/3/2008,3043.85,2885.4,3062.05,2885.4,240.43B,0.0548
10/31/2008,2885.6,2696.3,2921.35,2696.3,320.46B,0.0699
10/29/2008,2697.05,2685.3,2781.25,2631.9,361.64B,0.0046
10/28/2008,2684.6,2526.2,2695.95,2526.2,512.06B,0.0635
10/27/2008,2524.2,2583.75,2585.3,2252.75,341.12B,-0.0231
10/24/2008,2584,2936.25,2936.25,2525.05,348.59B,-0.122
10/23/2008,2943.15,3064.8,3085.1,2917.15,234.03B,-0.0398
10/22/2008,3065.15,3234.7,3235.75,3051.8,171.32B,-0.0525
10/21/2008,3234.9,3125.4,3254.85,3117.35,225.59B,0.0359
10/20/2008,3122.8,3108.2,3238.4,3058.95,185.82B,0.0158
10/17/2008,3074.35,3269.05,3335.95,3046.6,193.31B,-0.0596
10/16/2008,3269.3,3333.85,3333.85,3099.9,234.07B,-0.0207
10/15/2008,3338.4,3517.9,3518.5,3324.55,163.72B,-0.0512
10/14/2008,3518.65,3494.1,3648.25,3491.5,177.53B,0.008
10/13/2008,3490.7,3272.9,3510.2,3272.9,195.17B,0.0643
10/10/2008,3279.95,3502.05,3502.05,3198.95,283.84B,-0.0665
10/8/2008,3513.65,3604.4,3604.4,3329.45,228.58B,-0.0258
10/7/2008,3606.6,3606.95,3732.65,3537,210.22B,0.0012
10/6/2008,3602.35,3817.3,3820.85,3581.6,157.49B,-0.0566
10/3/2008,3818.3,3953.55,3969.55,3804.85,172.52B,-0.0335
10/1/2008,3950.75,3921.85,4000.5,3861.25,149.83B,0.0075
9/30/2008,3921.2,3848.7,3966.85,3715.05,217.09B,0.0185
9/29/2008,3850.05,3990.2,3997.55,3777.3,187.24B,-0.0339
9/26/2008,3985.25,4108.75,4110.7,3970.35,133.85B,-0.0305
9/25/2008,4110.55,4162.15,4172.6,4077.5,217.96B,-0.0122
9/24/2008,4161.25,4125.75,4207.95,4115.85,156.07B,0.0083
9/23/2008,4126.9,4223.9,4224.7,4117.9,125.53B,-0.0228
9/22/2008,4223.05,4248.95,4303.25,4202.4,136.01B,-0.0052
9/19/2008,4245.25,4040.8,4262.65,4040.8,205.15B,0.0513
9/18/2008,4038.15,4005.25,4050.1,3799.55,203.05B,0.0075
9/17/2008,4008.25,4074.8,4116.7,3974.6,153.24B,-0.0164
9/16/2008,4074.9,4072.55,4090.1,3919.35,159.51B,0.0005
9/15/2008,4072.9,4231.95,4237.25,3955.4,147.16B,-0.0368
9/12/2008,4228.45,4291.6,4323.9,4200.15,145.75B,-0.0144
9/11/2008,4290.3,4397.25,4399.3,4272.75,116.72B,-0.025
9/10/2008,4400.25,4467.5,4467.5,4382.35,134.79B,-0.0153
9/9/2008,4468.7,4485.15,4497.5,4418.95,95.54B,-0.003
9/8/2008,4482.3,4358.3,4558,4358.3,117.22B,0.0299
9/5/2008,4352.3,4444.7,4444.7,4328.9,108.53B,-0.0215
9/4/2008,4447.75,4512.95,4514.6,4419.45,114.63B,-0.0125
9/2/2008,4504,4358.85,4522.4,4343.1,129.29B,0.0357
9/1/2008,4348.65,4356.1,4365,4281.35,82.97B,-0.0026
8/29/2008,4360,4230.6,4368.8,4230.6,111.46B,0.0346
8/28/2008,4214,4290.75,4304.5,4201.85,160.48B,-0.0182
8/27/2008,4292.1,4336.85,4364.25,4282.65,84.38B,-0.0105
8/26/2008,4337.5,4335.2,4345.05,4283.3,86.26B,0.0005
8/25/2008,4335.35,4317.95,4398.8,4317.95,79.24B,0.0018
8/22/2008,4327.45,4283.85,4337,4248,101.43B,0.0102
8/21/2008,4283.85,4416.2,4418.55,4271.3,91.31B,-0.0299
8/20/2008,4415.75,4365.45,4434.9,4365.45,89.40B,0.0109
8/19/2008,4368.25,4393.1,4393.7,4316.55,96.48B,-0.0056
8/18/2008,4393.05,4430.7,4447.4,4379.85,96.20B,-0.0085
8/14/2008,4430.7,4524.2,4529.8,4421.25,94.98B,-0.0217
8/13/2008,4529.05,4548.05,4572.65,4497.25,105.39B,-0.0051
8/12/2008,4552.25,4620.95,4649.85,4525.75,123.23B,-0.0147
8/11/2008,4620.4,4529.35,4625.2,4529.35,112.94B,0.0201
8/8/2008,4529.5,4518.35,4546.35,4464,114.20B,0.0012
8/7/2008,4523.85,4515.25,4580.15,4493.7,133.71B,0.0014
8/6/2008,4517.55,4506.25,4615.9,4503.9,175.50B,0.0033
8/5/2008,4502.85,4395.8,4515.15,4376,193.93B,0.0245
8/4/2008,4395.35,4426.1,4436.15,4362.9,131.34B,-0.0041
8/1/2008,4413.55,4331.6,4422.95,4235.7,178.08B,0.0186
7/31/2008,4332.95,4314.35,4342,4285.55,199.68B,0.0045
7/30/2008,4313.55,4191.2,4327,4191.2,151.94B,0.0295
7/29/2008,4189.85,4332.2,4332.2,4159.15,125.81B,-0.0328
7/28/2008,4332.1,4282.25,4352.65,4282.25,111.11B,0.0047
7/25/2008,4311.85,4440.85,4440.85,4297.15,161.63B,-0.0274
7/24/2008,4433.55,4476.2,4539.45,4385.85,176.95B,-0.0097
7/23/2008,4476.8,4246.7,4491.55,4246.7,233.62B,0.0558
7/22/2008,4240.1,4158.45,4262.45,4137.95,165.65B,0.0194
7/21/2008,4159.5,4092.2,4168.15,4072.75,136.66B,0.0164
7/18/2008,4092.25,3962.95,4110.55,3926.3,175.07B,0.0367
7/17/2008,3947.2,3823.15,3968.75,3823.15,179.94B,0.0342
7/16/2008,3816.7,3861.55,3920.05,3790.2,175.51B,-0.0115
7/15/2008,3861.1,4039.3,4040.7,3835.5,141.87B,-0.0442
7/14/2008,4039.7,4047.45,4118.1,4004.25,125.91B,-0.0023
7/11/2008,4049,4166,4215.5,4014.45,136.82B,-0.0272
7/10/2008,4162.2,4155.65,4187.95,4110.4,146.41B,0.0012
7/9/2008,4157.1,3990.9,4169.4,3990.9,144.53B,0.0423
7/8/2008,3988.55,4028.7,4028.7,3896.05,135.09B,-0.0103
7/7/2008,4030,4002,4114.5,4002,125.74B,0.0035
7/4/2008,4016,3926.65,4033.5,3896.4,152.04B,0.023
7/3/2008,3925.75,4094.6,4097.35,3874.85,154.49B,-0.0409
7/2/2008,4093.35,3895.3,4107.15,3848.25,199.76B,0.0505
7/1/2008,3896.75,4039.75,4075.4,3878.2,164.47B,-0.0356
6/30/2008,4040.55,4136.25,4163,4021.7,144.49B,-0.0232
6/27/2008,4136.65,4315.3,4315.3,4119.2,177.16B,-0.0415
6/26/2008,4315.85,4252.6,4324.75,4230,195.95B,0.0149
6/25/2008,4252.65,4189.6,4264.55,4093.2,151.94B,0.0147
6/24/2008,4191.1,4271.05,4305.9,4156.1,132.37B,-0.0176
6/23/2008,4266.4,4351.15,4351.15,4225.5,126.31B,-0.0187
6/20/2008,4347.55,4504.2,4532,4333.6,133.10B,-0.0348
6/19/2008,4504.25,4582.55,4585.7,4488.95,102.14B,-0.0171
6/18/2008,4582.4,4652.8,4679.75,4569.9,136.86B,-0.0152
6/17/2008,4653,4572.5,4664.05,4561.75,107.12B,0.0176
6/16/2008,4572.5,4536.3,4617.7,4536.3,111.42B,0.0123
6/13/2008,4517.1,4539.5,4563.35,4491.35,139.53B,-0.0049
6/12/2008,4539.35,4524.4,4550,4392,163.97B,0.0035
6/11/2008,4523.6,4469.65,4541.05,4468.05,166.12B,0.0166
6/10/2008,4449.8,4522,4522.55,4369.8,165.41B,-0.0114
6/9/2008,4500.95,4626.45,4626.45,4411.6,175.25B,-0.0274
6/6/2008,4627.8,4680.55,4746.3,4614.25,132.09B,-0.0105
6/5/2008,4676.95,4586.95,4690.6,4536.25,168.87B,0.0199
6/4/2008,4585.6,4718.7,4731.5,4564.5,154.82B,-0.0276
6/3/2008,4715.9,4739.3,4739.3,4634,140.73B,-0.005
6/2/2008,4739.6,4869.25,4908.8,4713,118.40B,-0.0268
5/30/2008,4870.1,4844.05,4908.85,4833.45,138.61B,0.0072
5/29/2008,4835.3,4926.3,4957.4,4801.9,194.90B,-0.0169
5/28/2008,4918.35,4862.7,4926.9,4835.65,140.74B,0.012
5/27/2008,4859.8,4877.15,4932,4846.2,120.40B,-0.0031
5/26/2008,4875.05,4953.6,4953.6,4858,124.35B,-0.0145
5/23/2008,4946.55,5026.55,5059.05,4940.7,152.37B,-0.0157
5/22/2008,5025.45,5117,5118.9,5010.7,113.50B,-0.018
5/21/2008,5117.65,5105.7,5135.55,5048.7,163.03B,0.0025
5/20/2008,5104.95,5157,5160.05,5072.4,157.36B,-0.0102
5/16/2008,5157.7,5115.65,5167.4,5106.4,153.20B,0.0083
5/15/2008,5115.25,5010.9,5118.55,4999.6,150.79B,0.0207
5/14/2008,5011.75,4958.45,5026.1,4932.05,147.69B,0.0109
5/13/2008,4957.8,5008.6,5066,4943.75,158.38B,-0.0109
5/12/2008,5012.65,4981,5021.75,4913.8,150.70B,0.006
5/9/2008,4982.6,5070.85,5087.65,4969.4,142.29B,-0.0195
5/8/2008,5081.7,5135.8,5143.05,5062.45,127.17B,-0.0105
5/7/2008,5135.5,5156.7,5159.05,5101.25,153.38B,-0.0018
5/6/2008,5144.65,5192.35,5206.5,5110.9,131.30B,-0.0092
5/5/2008,5192.25,5227.25,5254.5,5182.6,125.63B,-0.0069
5/2/2008,5228.2,5265.3,5298.85,5197.6,131.24B,0.0121
4/30/2008,5165.9,5198.35,5230.75,5155.85,146.21B,-0.0057
4/29/2008,5195.5,5092.4,5210.9,5082.15,214.91B,0.0208
4/28/2008,5089.65,5112.5,5147.45,5079.15,110.78B,-0.0043
4/25/2008,5111.7,4999.15,5117.7,4999.15,134.45B,0.0224
4/24/2008,4999.85,5022.9,5072.7,4991.35,154.29B,-0.0046
4/23/2008,5022.8,5044.35,5083.5,5003.55,144.56B,-0.0052
4/22/2008,5049.3,5037.05,5074.25,4994.05,126.75B,0.0024
4/21/2008,5037,4955.9,5053.4,4955.9,110.42B,0.0159
4/17/2008,4958.4,4890.6,4984.95,4889.65,135.28B,0.0145
4/16/2008,4887.3,4881.65,4951.4,4874.05,137.21B,0.0016
4/15/2008,4879.65,4779.95,4917.1,4708.3,152.07B,0.0213
4/11/2008,4777.8,4734.35,4817.4,4727.25,132.77B,0.0095
4/10/2008,4733,4747.55,4799.5,4720.9,150.14B,-0.003
4/9/2008,4747.05,4707.05,4758.25,4667.5,101.41B,0.0079
4/8/2008,4709.65,4760.65,4769.55,4677.8,113.75B,-0.0108
4/7/2008,4761.2,4631.35,4798.55,4628.8,124.93B,0.0246
4/4/2008,4647,4766.7,4791.7,4632.7,131.51B,-0.0261
4/3/2008,4771.6,4753.9,4833.25,4738.2,124.59B,0.0037
4/2/2008,4754.2,4741.4,4916.75,4741.4,114.66B,0.0031
4/1/2008,4739.55,4735.65,4800.75,4628.75,119.88B,0.0011
3/31/2008,4734.5,4942.15,4947,4703.85,147.20B,-0.042
3/28/2008,4942,4830,4970.8,4796.35,162.59B,0.0231
3/27/2008,4830.25,4828.8,4863.75,4769.6,180.11B,0.0003
3/26/2008,4828.85,4878.7,4912.3,4808.65,126.10B,-0.01
3/25/2008,4877.5,4616.8,4896.8,4616.8,142.37B,0.0581
3/24/2008,4609.85,4576.8,4649.45,4539.8,123.98B,0.0078
3/19/2008,4573.95,4534.75,4718.4,4533.9,158.51B,0.009
3/18/2008,4533,4519.9,4617.95,4468.55,169.44B,0.0066
3/17/2008,4503.1,4745.45,4745.45,4482.1,143.35B,-0.0511
3/14/2008,4745.8,4623.8,4758.95,4607.55,135.57B,0.0264
3/13/2008,4623.6,4868.7,4868.8,4580.15,137.64B,-0.051
3/12/2008,4872,4869.75,5019.2,4854.75,135.04B,0.0013
3/11/2008,4865.9,4796.3,4888.5,4732.85,158.76B,0.0136
3/10/2008,4800.4,4767.8,4814.95,4620.5,155.88B,0.006
3/7/2008,4771.6,4918.3,4918.3,4672.25,145.78B,-0.0304
3/5/2008,4921.4,4866.85,4936.75,4847.25,114.72B,0.0117
3/4/2008,4864.25,4958.55,4976.7,4812.95,150.84B,-0.0179
3/3/2008,4953,5222.8,5222.8,4936.05,150.74B,-0.0518
2/29/2008,5223.5,5285,5290.8,5098.35,165.09B,-0.0117
2/28/2008,5285.1,5266.35,5302.85,5227.15,107.98B,0.0032
2/27/2008,5268.4,5271.4,5368.15,5249.75,89.57B,-0.0003
2/26/2008,5270.05,5200.8,5281.2,5200.8,86.10B,0.0133
2/25/2008,5200.7,5112.25,5212.35,5055.15,78.36B,0.0176
2/22/2008,5110.75,5183.4,5184,5092.8,72.07B,-0.0156
2/21/2008,5191.8,5156.9,5241.35,5120.05,89.88B,0.0072
2/20/2008,5154.45,5267.15,5267.15,5116.3,89.87B,-0.0239
2/19/2008,5280.8,5278.4,5368.45,5262,88.66B,0.0007
2/18/2008,5276.9,5304.45,5348.6,5224,77.58B,-0.0049
2/15/2008,5302.9,5202.85,5315.4,5104.75,110.54B,0.0194
2/14/2008,5202,4944.65,5220.25,4944.65,106.43B,0.0553
2/13/2008,4929.45,4836.55,4986.55,4836.55,104.07B,0.0188
2/12/2008,4838.25,4877.85,4949.6,4820.45,102.36B,-0.0039
2/11/2008,4857,5120.55,5126.4,4803.6,125.72B,-0.0514
2/8/2008,5120.35,5132.1,5173.85,5034.25,108.95B,-0.0025
2/7/2008,5133.25,5322.55,5344.6,5113.85,103.08B,-0.0356
2/6/2008,5322.55,5470.4,5470.4,5257.05,106.12B,-0.0294
2/5/2008,5483.9,5463.75,5500.6,5412.95,96.49B,0.0037
2/4/2008,5463.5,5315.55,5545.2,5315.55,105.72B,0.0275
2/1/2008,5317.25,5140.6,5339.95,5090.75,106.70B,0.035
1/31/2008,5137.45,5172.25,5251.65,5071.15,187.49B,-0.0058
1/30/2008,5167.6,5283.75,5314.3,5142.25,101.26B,-0.0214
1/29/2008,5280.8,5279.55,5391.6,5225.25,98.43B,0.0013
1/28/2008,5274.1,5380.95,5380.95,5071,94.47B,-0.0203
1/25/2008,5383.35,5035.05,5399.25,5035.05,105.88B,0.0695
1/24/2008,5033.45,5208,5357.2,4995.8,145.35B,-0.0327
1/23/2008,5203.4,4903.05,5328.05,4891.6,172.63B,0.0621
1/22/2008,4899.3,5203.35,5203.35,4448.5,200.60B,-0.0594
