Date,Price,Open,High,Low,Volume,Chg%
10/17/2016,8520.4,8612.95,8615.4,8506.15,203.52B,-0.0073
10/14/2016,8583.4,8594,8604.45,8549.8,167.85B,0.0012
10/13/2016,8573.35,8671.5,8681.55,8541.35,218.86B,-0.0156
10/10/2016,8708.8,8735.35,8745.8,8703.95,111.79B,0.0013
10/7/2016,8697.6,8721.7,8723.7,8663.8,155.05B,-0.0014
10/6/2016,8709.55,8768.7,8781.15,8684.65,168.71B,-0.0039
10/5/2016,8743.95,8806.35,8806.95,8731.4,162.10B,-0.0029
10/4/2016,8769.15,8770,8783.65,8736.1,189.99B,0.0036
10/3/2016,8738.1,8666.15,8745.2,8635,141.47B,0.0147
9/30/2016,8611.15,8581.5,8637.15,8555.2,187.33B,0.0023
9/29/2016,8591.25,8792.7,8800.65,8558.25,384.39B,-0.0176
9/28/2016,8745.15,8711.2,8767.05,8703.15,170.64B,0.0045
9/27/2016,8706.4,8748.9,8768.5,8690.5,156.10B,-0.0019
9/26/2016,8723.05,8807.9,8809.55,8715.1,169.05B,-0.0123
9/23/2016,8831.55,8880.75,8885.2,8820.3,191.62B,-0.004
9/22/2016,8867.45,8873.35,8893.35,8837.8,178.14B,0.0103
9/21/2016,8777.15,8790.3,8826.85,8757.3,153.44B,0.0001
9/20/2016,8775.9,8816.1,8816.45,8759.3,140.72B,-0.0037
9/19/2016,8808.4,8788.45,8824.3,8774.2,135.81B,0.0033
9/16/2016,8779.85,8780.85,8847.65,8750.5,274.04B,0.0043
9/15/2016,8742.55,8743.85,8751.95,8704.35,149.89B,0.0018
9/14/2016,8726.6,8710.65,8739.85,8688.9,189.98B,0.0013
9/12/2016,8715.6,8732.95,8746.95,8699.4,190.20B,-0.017
9/9/2016,8866.7,8934.3,8939.15,8858.7,181.34B,-0.0096
9/8/2016,8952.5,8915.5,8960.35,8896,223.94B,0.0039
9/7/2016,8917.95,8968.7,8968.7,8913.35,299.15B,-0.0028
9/6/2016,8943,8852.7,8950.85,8848.45,201.62B,0.0151
9/2/2016,8809.65,8796.35,8824.1,8768.2,197.38B,0.004
9/1/2016,8774.65,8793.6,8813.25,8759.95,246.34B,-0.0013
8/31/2016,8786.2,8754.05,8819.2,8754.05,373.42B,0.0048
8/30/2016,8744.35,8646.75,8750.6,8642.25,154.83B,0.0159
8/29/2016,8607.45,8583.75,8622,8543.75,133.72B,0.0041
8/26/2016,8572.55,8614.35,8622.95,8547.55,152.15B,-0.0023
8/25/2016,8592.2,8668.85,8683.05,8583.65,219.74B,-0.0067
8/24/2016,8650.3,8648.5,8661.05,8620.9,154.17B,0.0021
8/23/2016,8632.6,8628.35,8642.15,8580,193.30B,0.0004
8/22/2016,8629.15,8667,8684.85,8614,156.98B,-0.0044
8/19/2016,8666.9,8694.3,8696.6,8647.1,197.77B,-0.0007
8/18/2016,8673.25,8648.85,8690.7,8645.05,169.43B,0.0057
8/17/2016,8624.05,8639.8,8667.1,8603.6,179.54B,-0.0021
8/16/2016,8642.55,8670.25,8682.35,8600.45,231.77B,-0.0034
8/12/2016,8672.15,8605.45,8684.3,8604.45,272.01B,0.0093
8/11/2016,8592.15,8572.8,8601.15,8540.05,195.12B,0.002
8/10/2016,8575.3,8686.7,8690.1,8564.6,178.96B,-0.0119
8/9/2016,8678.25,8727.8,8728.35,8638.2,206.26B,-0.0038
8/8/2016,8711.35,8712.85,8723.5,8697.6,177.88B,0.0032
8/5/2016,8683.15,8600.2,8689.4,8590.15,162.79B,0.0154
8/4/2016,8551.1,8599.95,8601.4,8518.15,169.78B,0.0007
8/3/2016,8544.85,8635.2,8635.45,8529.6,168.03B,-0.0091
8/2/2016,8622.9,8647.45,8687.2,8611.4,174.56B,-0.0016
8/1/2016,8636.55,8654.3,8711.3,8590.5,194.19B,-0.0002
7/29/2016,8638.5,8668.3,8670.35,8631.15,161.93B,-0.0032
7/28/2016,8666.3,8636.95,8674.7,8625.25,240.72B,0.0059
7/27/2016,8615.8,8599.4,8665,8572.05,189.80B,0.0029
7/26/2016,8590.65,8633.75,8644.9,8577.15,159.56B,-0.0052
7/25/2016,8635.65,8519.95,8641.15,8517.2,154.63B,0.0111
7/22/2016,8541.2,8519.65,8548.95,8489.8,147.62B,0.0037
7/21/2016,8510.1,8582.7,8585.25,8503.45,154.58B,-0.0065
7/20/2016,8565.85,8515.45,8569.9,8512.55,165.35B,0.0044
7/19/2016,8528.55,8514.3,8540.05,8476.7,173.05B,0.0023
7/18/2016,8508.7,8564.05,8587.1,8494.35,169.40B,-0.0038
7/15/2016,8541.4,8565.45,8594.8,8510.05,228.60B,-0.0028
7/14/2016,8565,8515.75,8571.4,8500.7,158.74B,0.0053
7/13/2016,8519.5,8540.45,8550.25,8493.55,201.49B,-0.0002
7/12/2016,8521.05,8502.6,8526.6,8479.2,189.34B,0.0063
7/11/2016,8467.9,8413.35,8475.25,8407.05,154.40B,0.0174
7/8/2016,8323.2,8350,8353.3,8287.55,142.16B,-0.0018
7/7/2016,8337.9,8342,8361.95,8317.7,160.33B,0.0002
7/5/2016,8335.95,8379.3,8381.45,8319.95,143.25B,-0.0042
7/4/2016,8370.7,8376.75,8398.45,8364.7,158.96B,0.0051
7/1/2016,8328.35,8313.05,8356.75,8308.65,170.58B,0.0049
6/30/2016,8287.75,8260.25,8308.15,8242.1,288.03B,0.0102
6/29/2016,8204,8173.1,8212.4,8157.65,151.50B,0.0094
6/28/2016,8127.85,8096.05,8146.35,8086.85,175.72B,0.0041
6/27/2016,8094.7,8039.35,8120.65,8039.35,167.46B,0.0008
6/24/2016,8088.6,8029.1,8100.7,7927.05,306.80B,-0.022
6/23/2016,8270.45,8201.15,8285.6,8188.3,158.85B,0.0081
6/22/2016,8203.7,8213.65,8238.35,8153.25,140.27B,-0.002
6/21/2016,8219.9,8255.4,8257.25,8202.15,141.16B,-0.0023
6/20/2016,8238.5,8115.75,8244.15,8107.35,173.75B,0.0084
6/17/2016,8170.2,8176.65,8195.25,8135.8,171.84B,0.0036
6/16/2016,8140.75,8180.65,8180.65,8074.45,195.03B,-0.008
6/15/2016,8206.6,8139.4,8213.2,8123.15,174.95B,0.0121
6/14/2016,8108.85,8134.4,8134.95,8069.5,150.04B,-0.0002
6/13/2016,8110.6,8102.25,8125.25,8063.9,174.92B,-0.0073
6/10/2016,8170.05,8180.25,8265.6,8162.85,187.76B,-0.0041
6/9/2016,8203.6,8273.35,8273.35,8184.6,180.29B,-0.0084
6/8/2016,8273.05,8285.5,8288.9,8252.05,179.71B,0.0008
6/7/2016,8266.45,8235.55,8294.95,8216.4,249.37B,0.008
6/6/2016,8201.05,8228.75,8234.7,8186.05,176.89B,-0.0024
6/3/2016,8220.8,8246.2,8262,8209.85,390.65B,0.0002
6/2/2016,8218.95,8156.9,8229.5,8154.75,187.32B,0.0048
6/1/2016,8179.95,8179.2,8215.35,8171.05,200.37B,0.0024
5/31/2016,8160.1,8209.85,8213.6,8134.3,485.65B,-0.0022
5/30/2016,8178.5,8166.5,8200,8150.8,255.09B,0.0027
5/27/2016,8156.65,8081.95,8164.2,8077.05,268.96B,0.0108
5/26/2016,8069.65,7974.45,8083,7948.5,272.46B,0.017
5/25/2016,7934.9,7811.8,7941.2,7809.3,181.64B,0.024
5/24/2016,7748.85,7738.05,7761.55,7715.8,151.54B,0.0023
5/23/2016,7731.05,7813.95,7820.6,7722.2,177.35B,-0.0024
5/20/2016,7749.7,7792.2,7812.4,7735.75,161.89B,-0.0043
5/19/2016,7783.4,7875.5,7876.2,7766.8,175.71B,-0.011
5/18/2016,7870.15,7846.75,7882.05,7810.75,161.17B,-0.0026
5/17/2016,7890.75,7896.85,7940.1,7879.7,189.14B,0.0038
5/16/2016,7860.75,7831.2,7873.9,7772.15,211.55B,0.0059
5/13/2016,7814.9,7881,7881,7784.2,185.06B,-0.0108
5/12/2016,7900.4,7871.45,7916.05,7849.65,157.44B,0.0066
5/11/2016,7848.85,7804.65,7893.1,7780.9,220.71B,-0.0049
5/10/2016,7887.8,7873.55,7896.9,7837.7,166.96B,0.0028
5/9/2016,7866.05,7755.25,7873.65,7753.55,165.62B,0.0171
5/6/2016,7733.45,7717.65,7738.9,7678.35,168.66B,-0.0003
5/5/2016,7735.5,7731,7777.55,7706.85,190.79B,0.0038
5/4/2016,7706.55,7724.15,7749,7697.25,205.94B,-0.0052
5/3/2016,7747,7824.8,7890.25,7735.15,192.27B,-0.0075
5/2/2016,7805.9,7822.7,7829.8,7777.3,150.82B,-0.0056
4/29/2016,7849.8,7844.25,7889.05,7788.7,251.23B,0.0003
4/28/2016,7847.25,7967.4,7992,7834.45,301.48B,-0.0166
4/27/2016,7979.9,7942,7991,7940.55,213.17B,0.0022
4/26/2016,7962.65,7828.15,7974.5,7822.55,208.66B,0.0137
4/25/2016,7855.05,7894.8,7911,7827,150.78B,-0.0056
4/22/2016,7899.3,7891.8,7923.35,7873.35,188.99B,-0.0016
4/21/2016,7912.05,7953.65,7978.45,7884.1,230.58B,-0.0003
4/20/2016,7914.75,7950.05,7950.4,7877.55,211.63B,0
4/18/2016,7914.7,7908.15,7920.6,7842.75,190.26B,0.0082
4/13/2016,7850.45,7777.15,7864.8,7772.2,227.22B,0.0184
4/12/2016,7708.95,7669.25,7717.4,7663.35,168.51B,0.0049
4/11/2016,7671.4,7577.8,7678.8,7516.85,185.35B,0.0154
4/8/2016,7555.2,7542.35,7569.35,7526.7,147.82B,0.0012
4/7/2016,7546.45,7630.4,7630.75,7535.85,241.68B,-0.0089
4/6/2016,7614.35,7636.05,7638.65,7591.75,170.65B,0.0015
4/5/2016,7603.2,7736.3,7736.3,7588.65,210.13B,-0.0201
4/4/2016,7758.8,7733.15,7764.45,7704.4,160.28B,0.0059
4/1/2016,7713.05,7718.05,7740.15,7666.1,189.57B,-0.0033
3/31/2016,7738.4,7727.65,7777.6,7702,391.91B,0.0004
3/30/2016,7735.2,7651.1,7741.95,7643.45,239.84B,0.0182
3/29/2016,7597,7606.55,7652.9,7582.25,223.49B,-0.0024
3/28/2016,7615.1,7741,7749.4,7587.7,249.91B,-0.0131
3/23/2016,7716.5,7717.45,7726.85,7670.6,205.80B,0.0002
3/22/2016,7714.9,7695.55,7728.2,7643.8,215.36B,0.0014
3/21/2016,7704.25,7619.2,7713.55,7617.7,202.85B,0.0131
3/18/2016,7604.35,7534.65,7613.6,7517.9,244.73B,0.0122
3/17/2016,7512.55,7557.4,7585.3,7479.4,247.04B,0.0018
3/16/2016,7498.75,7457.05,7508,7405.15,201.43B,0.0051
3/15/2016,7460.6,7535.85,7545.2,7452.8,199.65B,-0.0104
3/14/2016,7538.75,7542.6,7583.7,7515.05,172.07B,0.0038
3/11/2016,7510.2,7484.85,7543.95,7460.6,204.81B,0.0032
3/10/2016,7486.15,7545.35,7547.1,7447.4,231.58B,-0.0061
3/9/2016,7531.8,7436.1,7539,7424.3,252.71B,0.0062
3/8/2016,7485.3,7486.4,7527.15,7442.15,264.94B,0
3/4/2016,7485.35,7505.4,7505.9,7444.1,290.44B,0.0013
3/3/2016,7475.6,7429.55,7483.95,7406.05,287.25B,0.0145
3/2/2016,7368.85,7321.7,7380.35,7308.15,348.97B,0.0203
3/1/2016,7222.3,7038.25,7235.5,7035.1,283.56B,0.0337
2/29/2016,6987.05,7050.45,7094.6,6825.8,487.97B,-0.0061
2/26/2016,7029.75,7039.3,7052.9,6985.1,213.14B,0.0085
2/25/2016,6970.6,7029.85,7034.2,6961.4,291.93B,-0.0069
2/24/2016,7018.7,7075,7090.8,7009.75,205.90B,-0.0128
2/23/2016,7109.55,7240.3,7241.7,7090.7,200.40B,-0.0173
2/22/2016,7234.55,7208.85,7252.4,7200.7,159.16B,0.0033
2/19/2016,7210.75,7170.55,7226.85,7145.95,198.21B,0.0026
2/18/2016,7191.75,7177.4,7215.1,7127.85,254.33B,0.0117
2/17/2016,7108.45,7058.85,7123.7,6960.65,268.02B,0.0085
2/16/2016,7048.25,7201.25,7204.65,7037.7,261.61B,-0.016
2/15/2016,7162.95,7057.35,7182.8,7056.8,365.22B,0.0261
2/12/2016,6980.95,7023.65,7034.8,6869,344.21B,0.0007
2/11/2016,6976.35,7203.6,7208.65,6959.95,301.30B,-0.0332
2/10/2016,7215.7,7264.3,7271.85,7177.75,254.48B,-0.0113
2/9/2016,7298.2,7303.95,7323.45,7275.15,218.73B,-0.0121
2/8/2016,7387.25,7489.7,7512.55,7363.2,176.76B,-0.0136
2/5/2016,7489.1,7418.25,7503.15,7406.65,257.52B,0.0115
2/4/2016,7404,7411.45,7457.05,7365.95,229.56B,0.0057
2/3/2016,7361.8,7392.45,7419.4,7350.3,197.86B,-0.0126
2/2/2016,7455.55,7566.65,7576.3,7428.05,237.34B,-0.0133
2/1/2016,7555.95,7589.5,7600.45,7541.25,206.65B,-0.001
1/29/2016,7563.55,7413.35,7575.65,7402.8,307.93B,0.0187
1/28/2016,7424.65,7426.5,7468.85,7409.6,283.04B,-0.0018
1/27/2016,7437.75,7469.6,7477.9,7419.7,193.39B,0.0002
1/25/2016,7436.15,7468.75,7487.15,7421.2,168.20B,0.0018
1/22/2016,7422.45,7355.7,7433.4,7327.6,236.28B,0.02
1/21/2016,7276.8,7376.65,7398.7,7250,248.11B,-0.0044
1/20/2016,7309.3,7357,7470.9,7241.5,232.61B,-0.0169
1/19/2016,7435.1,7381.8,7462.75,7364.15,194.07B,0.0114
1/18/2016,7351,7420.35,7463.65,7336.4,240.80B,-0.0117
1/15/2016,7437.8,7561.65,7566.5,7427.3,203.64B,-0.0131
1/14/2016,7536.8,7467.4,7604.8,7443.8,206.99B,-0.0034
1/13/2016,7562.4,7557.9,7590.95,7425.8,221.91B,0.0069
1/12/2016,7510.3,7587.2,7588.3,7487.8,168.98B,-0.0071
1/11/2016,7563.85,7527.45,7605.1,7494.35,194.84B,-0.0049
1/8/2016,7601.35,7611.65,7634.1,7581.05,162.35B,0.0044
1/7/2016,7568.3,7673.35,7674.95,7556.6,194.73B,-0.0223
1/6/2016,7741,7788.05,7800.95,7721.2,151.72B,-0.0056
1/5/2016,7784.65,7828.4,7831.2,7763.25,149.67B,-0.0009
1/4/2016,7791.3,7924.55,7937.55,7781.1,138.87B,-0.0216
1/1/2016,7963.2,7938.45,7972.55,7909.8,64.84B,0.0021
12/31/2015,7946.35,7897.8,7955.55,7891.15,155.65B,0.0063
12/30/2015,7896.25,7938.6,7944.75,7889.85,110.15B,-0.0041
12/29/2015,7928.95,7929.2,7942.15,7902.75,116.54B,0.0005
12/28/2015,7925.15,7863.2,7937.2,7863,126.74B,0.0082
12/24/2015,7861.05,7888.75,7888.75,7835.5,96.37B,-0.0006
12/23/2015,7865.95,7830.45,7871.45,7826.1,121.48B,0.0103
12/22/2015,7786.1,7829.4,7846.3,7776.85,129.63B,-0.0062
12/21/2015,7834.45,7745.65,7840.75,7733.45,130.17B,0.0093
12/18/2015,7761.95,7828.9,7836.15,7753.35,197.32B,-0.0105
12/17/2015,7844.35,7783.05,7852.9,7737.55,181.26B,0.0121
12/16/2015,7750.9,7725.25,7776.6,7715.75,159.15B,0.0065
12/15/2015,7700.9,7659.15,7705,7625.1,138.48B,0.0066
12/14/2015,7650.05,7558.2,7663.95,7551.05,153.49B,0.0052
12/11/2015,7610.45,7699.6,7703.05,7575.3,173.00B,-0.0095
12/10/2015,7683.3,7643.3,7691.95,7610,145.25B,0.0093
12/9/2015,7612.5,7695.5,7702.85,7606.9,144.32B,-0.0116
12/8/2015,7701.7,7738.5,7771.25,7685.45,139.32B,-0.0082
12/7/2015,7765.4,7816.55,7825.4,7746.05,141.89B,-0.0021
12/4/2015,7781.9,7817.6,7821.4,7775.7,157.23B,-0.0105
12/3/2015,7864.15,7902.3,7912.3,7853.3,129.63B,-0.0085
12/2/2015,7931.35,7976.7,7979.3,7910.8,130.21B,-0.003
12/1/2015,7954.9,7958.15,7972.15,7934.15,142.94B,0.0025
11/30/2015,7935.25,7936.25,7966,7922.8,223.04B,-0.0009
11/27/2015,7942.7,7910.6,7959.3,7879.45,154.86B,0.0075
11/26/2015,7883.8,7837.15,7897.1,7832,226.63B,0.0067
11/24/2015,7831.6,7837,7870.35,7812.65,134.56B,-0.0022
11/23/2015,7849.25,7869.5,7877.5,7825.2,130.87B,-0.0009
11/20/2015,7856.55,7841.9,7906.95,7817.8,156.61B,0.0018
11/19/2015,7842.75,7788.5,7854.9,7765.45,136.70B,0.0143
11/18/2015,7731.8,7823.15,7843.4,7725.05,148.04B,-0.0135
11/17/2015,7837.55,7848.75,7860.45,7793,149.45B,0.004
11/16/2015,7806.6,7732.95,7838.85,7714.15,154.14B,0.0057
11/13/2015,7762.25,7762.45,7775.1,7730.9,165.88B,-0.008
11/11/2015,7825,7838.8,7847.95,7819.1,223.80B,0.0054
11/10/2015,7783.35,7877.6,7885.1,7772.85,170.27B,-0.0167
11/9/2015,7915.2,7788.25,7937.75,7771.7,218.42B,-0.0049
11/6/2015,7954.3,7956.55,8002.65,7926.15,226.33B,-0.0001
11/5/2015,7955.45,8030.35,8031.2,7944.1,136.22B,-0.0105
11/4/2015,8040.2,8104.9,8116.1,8027.3,125.94B,-0.0025
11/3/2015,8060.7,8086.35,8100.35,8031.75,136.62B,0.0012
11/2/2015,8050.8,8054.55,8060.7,7995.6,140.32B,-0.0019
10/30/2015,8065.8,8123.55,8146.1,8044.4,205.66B,-0.0057
10/29/2015,8111.75,8175.45,8179.6,8098,224.23B,-0.0073
10/28/2015,8171.2,8188.9,8209.1,8131.8,194.71B,-0.0075
10/27/2015,8232.9,8230.35,8241.95,8217.05,161.49B,-0.0033
10/26/2015,8260.55,8333.65,8336.3,8252.05,138.01B,-0.0042
10/23/2015,8295.45,8308.25,8328.1,8280.75,156.66B,0.0053
10/21/2015,8251.7,8258.35,8294.4,8217.15,149.27B,-0.0012
10/20/2015,8261.65,8280.3,8294.05,8229.2,159.95B,-0.0016
10/19/2015,8275.05,8262.55,8283.05,8239.2,128.30B,0.0045
10/16/2015,8238.15,8193.65,8246.4,8147.65,161.15B,0.0072
10/15/2015,8179.5,8134.35,8190.55,8129.8,172.43B,0.0088
10/14/2015,8107.9,8102.4,8139.3,8096.35,143.16B,-0.0029
10/13/2015,8131.7,8121.95,8150.25,8088.6,150.43B,-0.0015
10/12/2015,8143.6,8231.5,8244.5,8128.2,205.26B,-0.0056
10/9/2015,8189.7,8186.35,8232.2,8139.65,205.86B,0.0074
10/8/2015,8129.35,8196.75,8196.75,8105.85,177.03B,-0.0059
10/7/2015,8177.4,8146.2,8188.9,8132.9,199.91B,0.003
10/6/2015,8152.9,8180.45,8180.95,8096.5,184.04B,0.0041
10/5/2015,8119.3,8005.1,8128.9,8005.1,188.83B,0.0212
10/1/2015,7950.9,7992.05,8008.25,7930.65,161.81B,0.0003
9/30/2015,7948.9,7924.25,7957.7,7874.5,217.19B,0.0135
9/29/2015,7843.3,7725.7,7926.55,7691.2,248.11B,0.0061
9/28/2015,7795.7,7892.8,7893.95,7787.95,140.48B,-0.0093
9/24/2015,7868.5,7838.4,7894.5,7804.1,208.77B,0.0029
9/23/2015,7845.95,7737.35,7882.9,7723.25,151.20B,0.0043
9/22/2015,7812,8014.8,8021.6,7787.75,173.57B,-0.0207
9/21/2015,7977.1,7911.5,7987.9,7908.35,125.63B,-0.0006
9/18/2015,7981.9,7967.45,8055,7955.85,249.31B,0.0105
9/16/2015,7899.15,7886.85,7913.9,7853.3,144.33B,0.0089
9/15/2015,7829.1,7867.35,7880,7799.75,140.72B,-0.0055
9/14/2015,7872.25,7811.1,7879.95,7761.85,126.63B,0.0106
9/11/2015,7789.3,7833.8,7864.85,7759.9,140.58B,0.0002
9/10/2015,7788.1,7729.05,7819.85,7678.5,165.31B,-0.0039
9/9/2015,7818.6,7805.85,7846.05,7764.55,214.84B,0.017
9/8/2015,7688.25,7587.7,7720.9,7539.5,177.52B,0.0171
9/7/2015,7558.8,7685.85,7705.05,7545.9,145.76B,-0.0126
9/4/2015,7655.05,7803.4,7804.9,7626.85,199.57B,-0.0215
9/3/2015,7823,7774.45,7845.6,7754.05,160.61B,0.0137
9/2/2015,7717,7856.65,7862.55,7699.25,222.00B,-0.0088
9/1/2015,7785.85,7907.95,7929.1,7746.5,190.58B,-0.0233
8/31/2015,7971.3,8009.25,8043.6,7947.95,204.26B,-0.0038
8/28/2015,8001.95,8053.7,8091.8,7961.65,201.57B,0.0067
8/27/2015,7948.95,7921.6,7963.6,7862.3,314.42B,0.0202
8/26/2015,7791.85,7865.25,7930.05,7777.1,223.26B,-0.0113
8/25/2015,7880.7,7895.4,7925.4,7667.25,308.25B,0.0092
8/24/2015,7809,8055.95,8060.05,7769.4,322.10B,-0.0592
8/21/2015,8299.95,8305.4,8322.2,8225.05,207.54B,-0.0087
8/20/2015,8372.75,8471.05,8501.35,8359.75,189.84B,-0.0144
8/19/2015,8495.15,8468.05,8520.45,8425.95,134.51B,0.0034
8/18/2015,8466.55,8505.85,8525.75,8433.6,157.99B,-0.0013
8/17/2015,8477.3,8530.5,8530.6,8428.05,180.08B,-0.0048
8/14/2015,8518.55,8402.35,8530.1,8381.2,160.68B,0.0195
8/13/2015,8355.85,8384.45,8429.5,8339.75,195.08B,0.0008
8/12/2015,8349.45,8445.7,8446.95,8337.95,195.90B,-0.0133
8/11/2015,8462.35,8548.45,8556.25,8441.3,159.19B,-0.0074
8/10/2015,8525.6,8577,8621.55,8497.8,127.19B,-0.0046
8/7/2015,8564.6,8580.8,8595.95,8552.7,148.07B,-0.0028
8/6/2015,8588.65,8585.8,8606.3,8551.5,139.12B,0.0024
8/5/2015,8567.95,8547.45,8591.85,8545.85,136.95B,0.006
8/4/2015,8516.9,8564.1,8565.15,8448.25,193.23B,-0.0031
8/3/2015,8543.05,8510.65,8563.95,8508.1,161.49B,0.0012
7/31/2015,8532.85,8456.1,8548.95,8448,209.63B,0.0132
7/30/2015,8421.8,8417,8458.9,8408.3,221.94B,0.0056
7/29/2015,8375.05,8365.6,8381.5,8338.45,145.40B,0.0046
7/28/2015,8337,8371.1,8397.4,8321.75,179.98B,-0.0029
7/27/2015,8361,8492.1,8492.2,8351.55,140.83B,-0.0188
7/24/2015,8521.55,8588.15,8589.15,8513.5,131.34B,-0.0079
7/23/2015,8589.8,8643.95,8654.75,8573.8,136.96B,-0.0051
7/22/2015,8633.5,8512.25,8643.9,8498.65,141.02B,0.0122
7/21/2015,8529.45,8601.5,8646.75,8517.9,169.15B,-0.0086
7/20/2015,8603.45,8623.9,8624.1,8559,93.44B,-0.0007
7/17/2015,8609.85,8623.65,8642.95,8593.15,108.19B,0.0002
7/16/2015,8608.05,8546.15,8616.1,8542.9,119.64B,0.0099
7/15/2015,8523.8,8463.4,8531.4,8462.95,108.84B,0.0082
7/14/2015,8454.1,8470.6,8480.25,8424.1,104.89B,-0.0007
7/13/2015,8459.65,8397.25,8471.65,8355.4,121.38B,0.0119
7/10/2015,8360.55,8365.7,8377.1,8315.4,158.88B,0.0038
7/9/2015,8328.55,8364.85,8400.3,8323,135.36B,-0.0041
7/8/2015,8363.05,8439.2,8457.5,8341.4,193.89B,-0.0174
7/7/2015,8510.8,8525.5,8561.35,8483.85,126.04B,-0.0013
7/6/2015,8522.15,8386.15,8533.15,8386.15,104.58B,0.0044
7/3/2015,8484.9,8440.1,8497.75,8424.15,91.14B,0.0047
7/2/2015,8444.9,8471.95,8479.25,8433.2,115.47B,-0.001
7/1/2015,8453.05,8376.25,8481.6,8370.15,135.89B,0.0101
6/30/2015,8368.5,8316.35,8378,8298.95,163.37B,0.006
6/29/2015,8318.4,8247.05,8329.45,8195.65,136.11B,-0.0075
6/26/2015,8381.1,8393.95,8408.55,8339.7,113.96B,-0.002
6/25/2015,8398,8336.25,8423.15,8329.5,207.42B,0.0044
6/24/2015,8360.85,8399.4,8421.35,8338.9,134.06B,-0.0025
6/23/2015,8381.55,8377.45,8398.45,8334.95,135.85B,0.0034
6/22/2015,8353.1,8259.3,8369.45,8257.4,126.54B,0.0156
6/19/2015,8224.95,8201.15,8250.8,8195.65,151.58B,0.0062
6/18/2015,8174.6,8113.7,8186.9,8101.8,149.27B,0.0103
6/17/2015,8091.55,8084.2,8136.85,8048.95,157.21B,0.0055
6/16/2015,8047.3,8004.2,8061.85,7952.35,127.81B,0.0042
6/15/2015,8013.9,7986.6,8057.7,7944.85,137.12B,0.0039
6/12/2015,7982.9,7959.85,7995.6,7940.3,140.84B,0.0022
6/11/2015,7965.35,8157.3,8163.05,7958.25,171.35B,-0.0196
6/10/2015,8124.45,8024.15,8152.25,8023.8,141.03B,0.0127
6/9/2015,8022.4,8026.5,8057.15,8005.15,140.22B,-0.0027
6/8/2015,8044.15,8124.35,8131,8030.55,140.08B,-0.0087
6/5/2015,8114.7,8119.15,8191,8100.15,167.05B,-0.002
6/4/2015,8130.65,8155.15,8160.05,8056.75,159.47B,-0.0005
6/3/2015,8135.1,8232.45,8236.7,8094.15,176.66B,-0.0123
6/2/2015,8236.45,8442.8,8445.35,8226.05,151.34B,-0.0234
6/1/2015,8433.4,8417.25,8467.15,8405.4,125.99B,0
5/29/2015,8433.65,8327.1,8443.9,8305.7,375.23B,0.0138
5/28/2015,8319,8345.7,8364.5,8270.15,239.55B,-0.0019
5/27/2015,8334.6,8302.75,8342.85,8277.95,170.58B,-0.0006
5/26/2015,8339.35,8377.1,8378.9,8320.05,120.43B,-0.0037
5/25/2015,8370.25,8438.15,8441.95,8364.15,125.05B,-0.0105
5/22/2015,8458.95,8432.5,8489.55,8420.6,193.08B,0.0045
5/21/2015,8421,8434.5,8446.35,8382.5,148.19B,-0.0003
5/20/2015,8423.25,8392.65,8440.35,8391.45,127.39B,0.0069
5/19/2015,8365.65,8356.2,8427.8,8335,144.64B,-0.001
5/18/2015,8373.65,8284.95,8384.6,8271.95,153.34B,0.0135
5/15/2015,8262.35,8240.3,8279.2,8212.2,133.84B,0.0046
5/14/2015,8224.2,8232.45,8236.25,8137.3,138.96B,-0.0014
5/13/2015,8235.45,8181.55,8254.95,8089.8,175.02B,0.0134
5/12/2015,8126.95,8326.15,8326.65,8115.3,178.75B,-0.0238
5/11/2015,8325.25,8243.2,8332.75,8224.65,197.88B,0.0163
5/8/2015,8191.5,8131.5,8224.95,8123.45,188.78B,0.0167
5/7/2015,8057.3,8077,8122.6,7997.15,166.56B,-0.0049
5/6/2015,8097,8316.6,8331.95,8083,216.09B,-0.0274
5/5/2015,8324.8,8338.4,8355.65,8280.6,160.34B,-0.0009
5/4/2015,8331.95,8230.05,8346,8220.45,135.77B,0.0184
4/30/2015,8181.5,8224.5,8229.4,8144.75,276.02B,-0.0071
4/29/2015,8239.75,8274.8,8308.2,8219.2,165.36B,-0.0055
4/28/2015,8285.6,8215.55,8308,8185.15,179.97B,0.0087
4/27/2015,8213.8,8330.55,8334.45,8202.35,176.84B,-0.011
4/24/2015,8305.25,8405.7,8413.3,8273.35,178.99B,-0.0111
4/23/2015,8398.3,8478.2,8504.95,8361.85,160.80B,-0.0037
4/22/2015,8429.7,8400.4,8449.95,8284.7,177.13B,0.0062
4/21/2015,8377.75,8416.1,8469.35,8352.7,420.43B,-0.0083
4/20/2015,8448.1,8618.8,8619.95,8422.75,153.51B,-0.0183
4/17/2015,8606,8698.05,8699.85,8596.7,154.98B,-0.0116
4/16/2015,8706.7,8757.05,8760,8645.65,147.27B,-0.005
4/15/2015,8750.2,8844.75,8844.8,8722.4,168.58B,-0.0095
4/13/2015,8834,8801.75,8841.65,8762.1,125.37B,0.0061
4/10/2015,8780.35,8774.35,8787.4,8733.6,143.29B,0.0002
4/9/2015,8778.3,8756.2,8785.5,8682.45,157.41B,0.0073
4/8/2015,8714.4,8698.95,8730.5,8679.8,152.80B,0.0062
